date_pacific_tz,beer_name,beer_style,brewery_name,brewery_place,brewery_type,rating,beer_avg_rating,brewery_avg_rating,beer_abv,beer_ibu,beer_total_checkins,brewery_total_checkins,venue_name,venue_type,venue_place,venue_lat,venue_lon,venue_total_checkins,checkin_id,beer_url,brewery_url,venue_url,brewery_lat,brewery_lon,venue_timezone,date_local_tz
2014-12-06 20:08:20-08:00,Little Chicken,California Common,HenHouse Brewing Company,"Petaluma, CA United States",Micro Brewery,4.0,3.55,3.74,5.7,,647.0,17712.0,Hoi Polloi Brewpub & Beat Lounge,"Brewery, Bar, Lounge","1763 Alcatraz Ave. Berkeley, CA",37.8488,-122.272,,135673962,https://untappd.com/b/henhouse-brewing-company-little-chicken/334464,https://untappd.com/w/henhouse-brewing-company/23405,https://untappd.com/v/hoi-polloi-brewpub-and-beat-lounge/1654263,38.232417,-122.6366524,America/Los_Angeles,2014-12-06 20:08:20-08:00
2014-12-06 18:46:04-08:00,Contra Costa Kolsch,Kölsch,Elevation 66 Brewing Company,"El Cerrito, CA United States",Brew Pub,4.0,3.39,3.63,5.5,,426.0,4577.0,Elevation 66 Brewing Company,Brewery,"10082 San Pablo Ave El Cerrito, CA",37.9019,-122.303,,135625246,https://untappd.com/b/elevation-66-brewing-company-contra-costa-kolsch/160089,https://untappd.com/w/elevation-66-brewing-company/15582,https://untappd.com/v/elevation-66-brewing-company/92801,37.9161326,-122.310765,America/Los_Angeles,2014-12-06 18:46:04-08:00
2014-12-06 18:45:19-08:00,East Bay IPA,IPA - American,Elevation 66 Brewing Company,"El Cerrito, CA United States",Brew Pub,3.5,3.66,3.63,7.5,,1081.0,4577.0,Elevation 66 Brewing Company,Brewery,"10082 San Pablo Ave El Cerrito, CA",37.9019,-122.303,,135624808,https://untappd.com/b/elevation-66-brewing-company-east-bay-ipa/91045,https://untappd.com/w/elevation-66-brewing-company/15582,https://untappd.com/v/elevation-66-brewing-company/92801,37.9161326,-122.310765,America/Los_Angeles,2014-12-06 18:45:19-08:00
2014-12-05 23:25:33-08:00,Celebration Ale,IPA - American,Sierra Nevada Brewing Co.,"Chico, CA United States",Micro Brewery,3.5,3.76,3.7,6.8,65.0,160596.0,5060000.0,Boeing Manor,Home (private),"Berkeley, CA",37.8605,-122.271,,135274912,https://untappd.com/b/sierra-nevada-brewing-co-celebration-ale/16630,https://untappd.com/w/sierra-nevada-brewing-co/1142,https://untappd.com/v/boeing-manor/509841,39.7284944,-121.8374777,America/Los_Angeles,2014-12-05 23:25:33-08:00
2014-12-01 23:39:01-08:00,"Corona Extra (Coronita, Familiar, Mega)",Lager - North American Adjunct,Grupo Modelo S.A. de C.V.,"Mexico City, Distrito Federal Mexico",Macro Brewery,3.5,2.99,3.01,4.6,19.0,601309.0,1560000.0,Oakland International Airport (OAK),Airport,"1 Airport Dr Oakland, CA",37.7123,-122.213,,134397520,https://untappd.com/b/grupo-modelo-s-a-de-c-v-corona-extra-coronita-familiar-mega/5848,https://untappd.com/w/grupo-modelo-sa-de-cv/618,https://untappd.com/v/oakland-international-airport-oak/10682,19.4326077,-99.133208,America/Los_Angeles,2014-12-01 23:39:01-08:00
2014-12-01 19:19:30-08:00,Ichiban Ipa,IPA - American,Astoria Brewing Co.,"Astoria, OR United States",Micro Brewery,3.0,3.71,3.5,7.5,75.0,1635.0,12211.0,Horse Brass Pub,"Pub, Bar","4534 SE Belmont St Portland, OR",45.5164,-122.615,,134370122,https://untappd.com/b/astoria-brewing-co-ichiban-ipa/844988,https://untappd.com/w/astoria-brewing-co/2190,https://untappd.com/v/horse-brass-pub/4692,46.1878841,-123.8312534,America/Los_Angeles,2014-12-01 19:19:30-08:00
2014-12-01 19:18:39-08:00,Blue Pool Pilsner,Pilsner - Other,Plank Town Brewing Co.,"Springfield, OR United States",Brew Pub,4.0,3.52,3.69,4.3,25.0,694.0,9123.0,Horse Brass Pub,"Pub, Bar","4534 SE Belmont St Portland, OR",45.5164,-122.615,,134369957,https://untappd.com/b/plank-town-brewing-co-blue-pool-pilsner/616735,https://untappd.com/w/plank-town-brewing-co/60461,https://untappd.com/v/horse-brass-pub/4692,44.0462362,-123.0220289,America/Los_Angeles,2014-12-01 19:18:39-08:00
2014-11-30 18:04:52-08:00,Jubelale,Winter Ale,Deschutes Brewery,"Bend, OR United States",Micro Brewery,2.5,3.58,3.8,6.7,65.0,70376.0,2360000.0,,,,,,,134213975,https://untappd.com/b/deschutes-brewery-jubelale/6907,https://untappd.com/w/deschutes-brewery/441,,44.0581728,-121.3153096,America/Los_Angeles,2014-11-30 18:04:52-08:00
2014-11-30 16:34:36-08:00,Autumn Snooze IPA,IPA - American,McMenamins,"Portland, OR United States",Micro Brewery,3.0,3.46,3.59,6.19,55.0,16.0,151678.0,The Rams Head,Pub,"2282 NW Hoyt St Portland, OR",45.5269,-122.698,,134186093,https://untappd.com/b/mcmenamins-autumn-snooze-ipa/874221,https://untappd.com/w/mcmenamins/3674,https://untappd.com/v/the-rams-head/29049,45.5230622,-122.6764816,America/Los_Angeles,2014-11-30 16:34:36-08:00
2014-11-30 15:16:41-08:00,Primarily Meridian,Pale Ale - American,Stickmen Brewing Company,"Lake Oswego, OR United States",Brew Pub,4.0,3.32,3.62,4.7,33.0,33.0,12379.0,Stickmen Brewing Company,Brewery,"40 N State St Lake Oswego, OR",45.4162,-122.664,,134158538,https://untappd.com/b/stickmen-brewing-company-primarily-meridian/844174,https://untappd.com/w/stickmen-brewing-company/44790,https://untappd.com/v/stickmen-brewing-company/293000,45.4206749,-122.6706498,America/Los_Angeles,2014-11-30 15:16:41-08:00
2014-11-30 14:07:07-08:00,F-Bomb,IPA - American,Stickmen Brewing Company,"Lake Oswego, OR United States",Brew Pub,3.5,3.69,3.62,7.2,72.0,2123.0,12379.0,Stickmen Brewing Company,Brewery,"40 N State St Lake Oswego, OR",45.4162,-122.664,,134132659,https://untappd.com/b/stickmen-brewing-company-f-bomb/387104,https://untappd.com/w/stickmen-brewing-company/44790,https://untappd.com/v/stickmen-brewing-company/293000,45.4206749,-122.6706498,America/Los_Angeles,2014-11-30 14:07:07-08:00
2014-11-30 14:06:25-08:00,Emilia,Sour Ale,Stickmen Brewing Company,"Lake Oswego, OR United States",Brew Pub,3.0,3.81,3.62,5.6,25.0,163.0,12379.0,Stickmen Brewing Company,Brewery,"40 N State St Lake Oswego, OR",45.4162,-122.664,,134132375,https://untappd.com/b/stickmen-brewing-company-emilia/861416,https://untappd.com/w/stickmen-brewing-company/44790,https://untappd.com/v/stickmen-brewing-company/293000,45.4206749,-122.6706498,America/Los_Angeles,2014-11-30 14:06:25-08:00
2014-11-29 09:54:08-08:00,O.G. Wheat IPA,IPA - American,10 Barrel Brewing Co.,"Bend, OR United States",Micro Brewery,4.0,3.71,3.67,6.5,70.0,9491.0,262068.0,,,,,,,133637789,https://untappd.com/b/10-barrel-brewing-co-o-g-wheat-ipa/319783,https://untappd.com/w/10-barrel-brewing-co/3436,,44.0581728,-121.3153096,America/Los_Angeles,2014-11-29 09:54:08-08:00
2014-11-29 09:53:05-08:00,ZigZag River Lager,Lager - Pale,Portland Brewing,"Portland, OR United States",Micro Brewery,3.5,3.24,3.41,5.1,25.0,2171.0,39880.0,,,,,,,133637456,https://untappd.com/b/portland-brewing-zigzag-river-lager/3214,https://untappd.com/w/portland-brewing/1602,,45.5230622,-122.6764816,America/Los_Angeles,2014-11-29 09:53:05-08:00
2014-11-28 21:37:07-08:00,Total ReKolsch,Kölsch,StormBreaker Brewing,"Portland, OR United States",Micro Brewery,3.0,3.47,3.63,5.2,23.0,1655.0,19968.0,Migration Brewing,Brewery,"2828 NE Glisan St Portland, OR",45.5263,-122.636,,133563719,https://untappd.com/b/stormbreaker-brewing-total-rekolsch/567703,https://untappd.com/w/stormbreaker-brewing/98051,https://untappd.com/v/migration-brewing/10357,45.5230622,-122.6764816,America/Los_Angeles,2014-11-28 21:37:07-08:00
2014-11-28 18:58:06-08:00,Pegasus ESB,Extra Special / Strong Bitter,Ecliptic Brewing,"Portland, OR United States",Brew Pub,3.5,3.67,3.68,5.8,38.0,726.0,63028.0,Migration Brewing,Brewery,"2828 NE Glisan St Portland, OR",45.5263,-122.636,,133496652,https://untappd.com/b/ecliptic-brewing-pegasus-esb/868715,https://untappd.com/w/ecliptic-brewing/59352,https://untappd.com/v/migration-brewing/10357,45.5230622,-122.6764816,America/Los_Angeles,2014-11-28 18:58:06-08:00
2014-11-28 17:00:54-08:00,Clem's Cream,Cream Ale,Migration Brewing,"Portland, OR United States",Micro Brewery,4.0,3.49,3.64,4.6,22.0,1022.0,17757.0,Migration Brewing,Brewery,"2828 NE Glisan St Portland, OR",45.5263,-122.636,,133420002,https://untappd.com/b/migration-brewing-clem-s-cream/32274,https://untappd.com/w/migration-brewing/4838,https://untappd.com/v/migration-brewing/10357,45.5230622,-122.6764816,America/Los_Angeles,2014-11-28 17:00:54-08:00
2014-11-26 20:16:04-08:00,Pale Ale,Pale Ale - American,Sierra Nevada Brewing Co.,"Chico, CA United States",Micro Brewery,5.0,3.65,3.7,5.6,38.0,669019.0,5060000.0,Club Mallard,Bar,"752 San Pablo Ave Albany, CA",37.8924,-122.3,,132760079,https://untappd.com/b/sierra-nevada-brewing-co-pale-ale/6284,https://untappd.com/w/sierra-nevada-brewing-co/1142,https://untappd.com/v/club-mallard/156002,39.7284944,-121.8374777,America/Los_Angeles,2014-11-26 20:16:04-08:00
2014-11-26 19:57:35-08:00,Winter Solstice,Winter Warmer,Anderson Valley Brewing Company,"Boonville, CA United States",Micro Brewery,,3.64,3.65,6.9,5.0,76596.0,958815.0,Farmburger Berkeley,American Restaurant,"1313 9th St Berkeley, CA",37.8794,-122.298,,132752174,https://untappd.com/b/anderson-valley-brewing-company-winter-solstice/14814,https://untappd.com/w/anderson-valley-brewing-company/3880,https://untappd.com/v/farmburger-berkeley/2289500,39.0089749,-123.3671551,America/Los_Angeles,2014-11-26 19:57:35-08:00
2014-11-14 21:09:32-08:00,IPA,IPA - American,Lagunitas Brewing Company,"Petaluma, CA United States",Micro Brewery,4.0,3.81,3.86,6.2,46.0,781131.0,3970000.0,North Beach Pizza,"Pizza Place, Italian Restaurant","1598 University Ave Berkeley, CA",37.8705,-122.28,,129614555,https://untappd.com/b/lagunitas-brewing-company-ipa/4509,https://untappd.com/w/lagunitas-brewing-company/765,https://untappd.com/v/north-beach-pizza/228856,38.232417,-122.6366524,America/Los_Angeles,2014-11-14 21:09:32-08:00
2014-11-12 20:57:16-08:00,Fall Hornin',Pumpkin / Yam Beer,Anderson Valley Brewing Company,"Boonville, CA United States",Micro Brewery,3.5,3.5,3.65,6.0,20.0,45168.0,958815.0,Boeing Manor,Home (private),"Berkeley, CA",37.8605,-122.271,,129106017,https://untappd.com/b/anderson-valley-brewing-company-fall-hornin/342470,https://untappd.com/w/anderson-valley-brewing-company/3880,https://untappd.com/v/boeing-manor/509841,39.0089749,-123.3671551,America/Los_Angeles,2014-11-12 20:57:16-08:00
2014-11-08 14:33:23-08:00,Pabst Blue Ribbon,Lager - North American Adjunct,Pabst Brewing Company,"Woodridge, IL United States",Macro Brewery,5.0,2.75,2.78,4.74,,703250.0,1190000.0,Boeing Manor,Home (private),"Berkeley, CA",37.8605,-122.271,,128116004,https://untappd.com/b/pabst-brewing-company-pabst-blue-ribbon/3883,https://untappd.com/w/pabst-brewing-company/963,https://untappd.com/v/boeing-manor/509841,41.7469749,-88.0503406,America/Los_Angeles,2014-11-08 14:33:23-08:00
2014-11-07 19:18:56-08:00,Chang Classic,Lager - Pale,Thai Beverage PLC,Thailand,Micro Brewery,3.5,2.98,2.88,5.5,,11729.0,73380.0,Ta Krai Hom,Thai Restaurant,"1453 Dwight Way Berkeley, CA",37.8622,-122.282,,127854295,https://untappd.com/b/thai-beverage-plc-chang-classic/83409,https://untappd.com/w/thai-beverage-plc/1520,https://untappd.com/v/ta-krai-hom/2251781,15.870032,100.992541,America/Los_Angeles,2014-11-07 19:18:56-08:00
2014-11-06 20:15:03-08:00,Heroine IPA,IPA - American,101 North Brewing Company,"Petaluma, CA United States",Micro Brewery,3.0,3.67,3.64,7.2,64.0,9969.0,17051.0,Lost & Found,Beer Garden,"2040 Telegraph Ave Oakland, CA",37.8101,-122.269,,127574455,https://untappd.com/b/101-north-brewing-company-heroine-ipa/220939,https://untappd.com/w/101-north-brewing-company/38138,https://untappd.com/v/lost-and-found/1554643,38.232417,-122.6366524,America/Los_Angeles,2014-11-06 20:15:03-08:00
2014-11-06 20:14:16-08:00,Even Keel,IPA - Session / India Session Ale,Ballast Point Brewing & Spirits,"San Diego, CA United States",Macro Brewery,3.5,3.65,3.82,3.8,40.0,63130.0,2950000.0,Lost & Found,Beer Garden,"2040 Telegraph Ave Oakland, CA",37.8101,-122.269,,127574312,https://untappd.com/b/ballast-point-brewing-and-spirits-even-keel/6508,https://untappd.com/w/ballast-point-brewing-spirits/68,https://untappd.com/v/lost-and-found/1554643,32.715738,-117.1610838,America/Los_Angeles,2014-11-06 20:14:16-08:00
2014-11-02 11:03:35-08:00,Brooklyn Lager,Lager - Vienna / Amber,Brooklyn Brewery,"Brooklyn, NY United States",Micro Brewery,4.0,3.5,3.6,5.2,33.0,279941.0,1710000.0,Blondies,"Sports Bar, Wings Joint, American Restaurant","212 W 79th St New York, NY",40.7834,-73.9791,,126746883,https://untappd.com/b/brooklyn-brewery-brooklyn-lager/3558,https://untappd.com/w/brooklyn-brewery/259,https://untappd.com/v/blondies/31465,40.6781784,-73.9441579,America/New_York,2014-11-02 14:03:35-05:00
2014-11-01 23:41:27-07:00,Sweet Action,Cream Ale,Sixpoint Brewery,"Brooklyn, NY United States",Micro Brewery,4.0,3.56,3.74,5.2,34.0,98963.0,1050000.0,Barrow Street Ale House,Sports Bar,"15 Barrow St New York, NY",40.7325,-74.0025,,126681943,https://untappd.com/b/sixpoint-brewery-sweet-action/10010,https://untappd.com/w/sixpoint-brewery/1149,https://untappd.com/v/barrow-street-ale-house/35590,40.6781784,-73.9441579,America/New_York,2014-11-02 01:41:27-05:00
2014-11-01 23:40:05-07:00,Lil Heaven Session IPA,IPA - Session / India Session Ale,Two Roads Brewing Company,"Stratford, CT United States",Micro Brewery,3.0,3.7,3.68,4.8,,37741.0,381896.0,Barrow Street Ale House,Sports Bar,"15 Barrow St New York, NY",40.7325,-74.0025,,126681853,https://untappd.com/b/two-roads-brewing-company-lil-heaven-session-ipa/347859,https://untappd.com/w/two-roads-brewing-company/45815,https://untappd.com/v/barrow-street-ale-house/35590,41.1845415,-73.1331651,America/New_York,2014-11-02 01:40:05-05:00
2014-11-01 18:48:28-07:00,Brooklyn East IPA,IPA - English,Brooklyn Brewery,"Brooklyn, NY United States",Micro Brewery,3.5,3.54,3.6,6.9,47.0,171264.0,1710000.0,87 hamilton place,Home (private),"New York, NY",40.825,-73.9536,,126596157,https://untappd.com/b/brooklyn-brewery-brooklyn-east-ipa/1826,https://untappd.com/w/brooklyn-brewery/259,https://untappd.com/v/87-hamilton-place/2224628,40.6781784,-73.9441579,America/New_York,2014-11-01 21:48:28-04:00
2014-11-01 13:42:58-07:00,Techno IPA,IPA - American,Free Will Brewing Co.,"Perkasie, PA United States",Micro Brewery,4.0,3.58,3.65,7.3,68.0,13419.0,151304.0,Loews Philadelphia Hotel,Hotel,"1200 Market St Philadelphia, PA",39.9517,-75.16,,126414824,https://untappd.com/b/free-will-brewing-co-techno-ipa/349397,https://untappd.com/w/free-will-brewing-co/16644,https://untappd.com/v/loews-philadelphia-hotel/27680,40.372048,-75.292676,America/New_York,2014-11-01 16:42:58-04:00
2014-10-31 22:29:23-07:00,Dunkel Lager,Lager - Dunkel Munich,Sly Fox Brewing Company,"Pottstown, PA United States",Micro Brewery,3.0,3.42,3.48,5.3,21.0,2790.0,262786.0,Irish Pub,"Pub, Bar","1123 Walnut St Philadelphia, PA",39.9489,-75.1602,,126262948,https://untappd.com/b/sly-fox-brewing-company-dunkel-lager/11432,https://untappd.com/w/sly-fox-brewing-company/3865,https://untappd.com/v/irish-pub/64077,40.2453741,-75.6496302,America/New_York,2014-11-01 01:29:23-04:00
2014-10-31 19:52:24-07:00,Always Sunny Pale Ale,Pale Ale - American,Fegley's Brew Works,"Allentown, PA United States",Micro Brewery,4.0,3.36,3.64,5.2,45.0,7479.0,153509.0,Mac's Tavern,"Bar, Gastropub","226 Market St Philadelphia, PA",39.95,-75.1448,,126214925,https://untappd.com/b/fegley-s-brew-works-always-sunny-pale-ale/55814,https://untappd.com/w/fegley-s-brew-works/5206,https://untappd.com/v/macs-tavern/13904,40.6084305,-75.4901833,America/New_York,2014-10-31 22:52:24-04:00
2014-10-31 19:51:23-07:00,Traditional Lager,Lager - American Amber / Red,Yuengling Brewery,"Pottsville, PA United States",Micro Brewery,3.5,3.46,3.34,4.4,,941923.0,1360000.0,Mac's Tavern,"Bar, Gastropub","226 Market St Philadelphia, PA",39.95,-75.1448,,126214413,https://untappd.com/b/yuengling-brewery-traditional-lager/16649,https://untappd.com/w/yuengling-brewery/1976,https://untappd.com/v/macs-tavern/13904,40.6856456,-76.195499,America/New_York,2014-10-31 22:51:23-04:00
2014-10-30 20:39:24-07:00,Pabst Blue Ribbon,Lager - North American Adjunct,Pabst Brewing Company,"Woodridge, IL United States",Macro Brewery,5.0,2.75,2.78,4.74,,703250.0,1190000.0,Bob & Barbara's Cocktail Lounge,"Dive Bar, Lounge","1509 South St Philadelphia, PA",39.944,-75.1676,,125924019,https://untappd.com/b/pabst-brewing-company-pabst-blue-ribbon/3883,https://untappd.com/w/pabst-brewing-company/963,https://untappd.com/v/bob-and-barbaras-cocktail-lounge/43214,41.7469749,-88.0503406,America/New_York,2014-10-30 23:39:24-04:00
2014-10-30 17:53:09-07:00,Black & Tan,Black & Tan,Yuengling Brewery,"Pottsville, PA United States",Micro Brewery,3.0,3.37,3.34,4.6,,91318.0,1360000.0,The Locust Bar,Bar,"235 S 10th St Philadelphia, PA",39.9474,-75.1574,,125870545,https://untappd.com/b/yuengling-brewery-black-and-tan/3815,https://untappd.com/w/yuengling-brewery/1976,https://untappd.com/v/the-locust-bar/278177,40.6856456,-76.195499,America/New_York,2014-10-30 20:53:09-04:00
2014-10-30 17:52:51-07:00,Traditional Lager,Lager - American Amber / Red,Yuengling Brewery,"Pottsville, PA United States",Micro Brewery,3.5,3.46,3.34,4.4,,941923.0,1360000.0,The Locust Bar,Bar,"235 S 10th St Philadelphia, PA",39.9474,-75.1574,,125870334,https://untappd.com/b/yuengling-brewery-traditional-lager/16649,https://untappd.com/w/yuengling-brewery/1976,https://untappd.com/v/the-locust-bar/278177,40.6856456,-76.195499,America/New_York,2014-10-30 20:52:51-04:00
2014-10-29 20:40:23-07:00,IPA,IPA - American,Peak Organic Brewing Company,"Portland, ME United States",Micro Brewery,3.5,3.55,3.48,7.1,76.0,29760.0,166143.0,87 hamilton place,Home (private),"New York, NY",40.825,-73.9536,,125734545,https://untappd.com/b/peak-organic-brewing-company-ipa/7114,https://untappd.com/w/peak-organic-brewing-company/1815,https://untappd.com/v/87-hamilton-place/2224628,43.661471,-70.2553259,America/New_York,2014-10-29 23:40:23-04:00
2014-10-29 19:26:34-07:00,Sweet Action,Cream Ale,Sixpoint Brewery,"Brooklyn, NY United States",Micro Brewery,4.0,3.56,3.74,5.2,34.0,98963.0,1050000.0,,,,,,,125718196,https://untappd.com/b/sixpoint-brewery-sweet-action/10010,https://untappd.com/w/sixpoint-brewery/1149,,40.6781784,-73.9441579,America/Phoenix,2014-10-29 19:26:34-07:00
2014-10-26 15:13:54-07:00,California Kölsch,Kölsch,Ballast Point Brewing & Spirits,"San Diego, CA United States",Macro Brewery,3.5,3.42,3.82,5.2,,64496.0,2950000.0,Cave of the Boeing Patriarch,Home (private),"Chandler, AZ",33.311,-111.899,,125180925,https://untappd.com/b/ballast-point-brewing-and-spirits-california-kolsch/1387947,https://untappd.com/w/ballast-point-brewing-spirits/68,https://untappd.com/v/cave-boeing-patriarch/646754,32.715738,-117.1610838,America/Phoenix,2014-10-26 15:13:54-07:00
2014-10-26 12:23:21-07:00,Pilsner,Pilsner - Other,Marble Brewery,"Albuquerque, NM United States",Brew Pub,4.0,3.45,3.77,4.7,40.0,2934.0,60943.0,O.H.S.O. Eatery + nanoBrewery,"Brewery, New American Restaurant, Beer Garden","4900 E Indian School Rd Phoenix, AZ",33.4952,-111.976,,125117760,https://untappd.com/b/marble-brewery-pilsner/11593,https://untappd.com/w/marble-brewery/825,https://untappd.com/v/ohso-eatery-nanobrewery/124173,35.0853336,-106.6055534,America/Phoenix,2014-10-26 12:23:21-07:00
2014-10-25 23:10:14-07:00,Hop Knot,IPA - American,Four Peaks Brewing Company,"Tempe, AZ United States",Micro Brewery,5.0,3.76,3.65,6.8,47.0,39457.0,212824.0,Four Peaks Brewing Company,"Brewery, Bar, American Restaurant","1340 E 8th St Tempe, AZ",33.4195,-111.916,,125028152,https://untappd.com/b/four-peaks-brewing-company-hop-knot/4057,https://untappd.com/w/four-peaks-brewing-company/4799,https://untappd.com/v/four-peaks-brewing-company/2321,33.4255104,-111.9400054,America/Phoenix,2014-10-25 23:10:14-07:00
2014-10-25 20:09:26-07:00,Raj IPA,IPA - English,Four Peaks Brewing Company,"Tempe, AZ United States",Micro Brewery,3.5,3.58,3.65,6.9,55.0,11764.0,212824.0,Four Peaks Brewing Company,"Brewery, Bar, American Restaurant","1340 E 8th St Tempe, AZ",33.4195,-111.916,,124981577,https://untappd.com/b/four-peaks-brewing-company-raj-ipa/12992,https://untappd.com/w/four-peaks-brewing-company/4799,https://untappd.com/v/four-peaks-brewing-company/2321,33.4255104,-111.9400054,America/Phoenix,2014-10-25 20:09:26-07:00
2014-10-25 20:08:37-07:00,Pumpkin Porter,Pumpkin / Yam Beer,Four Peaks Brewing Company,"Tempe, AZ United States",Micro Brewery,4.0,3.84,3.65,5.1,,14281.0,212824.0,The Wright House,"Event Space, Bridal Shop, Home (private)","636 W University Dr Mesa, AZ",33.4228,-111.845,,124981063,https://untappd.com/b/four-peaks-brewing-company-pumpkin-porter/6275,https://untappd.com/w/four-peaks-brewing-company/4799,https://untappd.com/v/the-wright-house/449764,33.4255104,-111.9400054,America/Phoenix,2014-10-25 20:08:37-07:00
2014-10-25 20:07:37-07:00,Fresh Squeezed IPA,IPA - American,Deschutes Brewery,"Bend, OR United States",Micro Brewery,5.0,3.98,3.8,6.4,60.0,371087.0,2360000.0,The Wright House,"Event Space, Bridal Shop, Home (private)","636 W University Dr Mesa, AZ",33.4228,-111.845,,124980577,https://untappd.com/b/deschutes-brewery-fresh-squeezed-ipa/59622,https://untappd.com/w/deschutes-brewery/441,https://untappd.com/v/the-wright-house/449764,44.0581728,-121.3153096,America/Phoenix,2014-10-25 20:07:37-07:00
2014-10-25 20:06:53-07:00,Easy Street Wheat,Pale Wheat Ale - American,Odell Brewing Co.,"Fort Collins, CO United States",Micro Brewery,3.0,3.55,3.81,4.6,,20396.0,895982.0,The Wright House,"Event Space, Bridal Shop, Home (private)","636 W University Dr Mesa, AZ",33.4228,-111.845,,124980125,https://untappd.com/b/odell-brewing-co-easy-street-wheat/336,https://untappd.com/w/odell-brewing-co/7296,https://untappd.com/v/the-wright-house/449764,40.5852602,-105.084423,America/Phoenix,2014-10-25 20:06:53-07:00
2014-10-23 19:37:01-07:00,Daura,Gluten-Free,Grupo Damm,"08025 Barcelona, Cataluña Spain",Macro Brewery,3.5,2.89,3.09,5.4,,24054.0,209493.0,Cibo,"Pizza Place, Wine Bar, Italian Restaurant","603 N 5th Ave Phoenix, AZ",33.455,-112.08,,124205819,https://untappd.com/b/grupo-damm-daura/12107,https://untappd.com/w/grupo-damm/1087,https://untappd.com/v/cibo/17846,41.4083076,2.1720423,America/Phoenix,2014-10-23 19:37:01-07:00
2014-10-23 19:28:00-07:00,Hefeweizen,Hefeweizen,Oak Creek Brewing Co.,"Sedona, AZ United States",Micro Brewery,3.0,3.51,3.51,4.5,20.0,3901.0,33598.0,Cibo,"Pizza Place, Wine Bar, Italian Restaurant","603 N 5th Ave Phoenix, AZ",33.455,-112.08,,124202774,https://untappd.com/b/oak-creek-brewing-co-hefeweizen/5195,https://untappd.com/w/oak-creek-brewing-co/929,https://untappd.com/v/cibo/17846,34.8697395,-111.7609896,America/Phoenix,2014-10-23 19:28:00-07:00
2014-10-23 19:26:28-07:00,Roadside American Ale,Pale Ale - American,Mother Road Brewing Company,"Flagstaff, AZ United States",Micro Brewery,4.0,3.46,3.71,5.0,27.0,2926.0,31071.0,Cibo,"Pizza Place, Wine Bar, Italian Restaurant","603 N 5th Ave Phoenix, AZ",33.455,-112.08,,124202154,https://untappd.com/b/mother-road-brewing-company-roadside-american-ale/89361,https://untappd.com/w/mother-road-brewing-company/17421,https://untappd.com/v/cibo/17846,35.1982836,-111.651302,America/Phoenix,2014-10-23 19:26:28-07:00
2014-10-23 14:12:26-07:00,Pale Ale,Pale Ale - American,Sierra Nevada Brewing Co.,"Chico, CA United States",Micro Brewery,5.0,3.65,3.7,5.6,38.0,669019.0,5060000.0,Cave of the Boeing Patriarch,Home (private),"Chandler, AZ",33.311,-111.899,,124087705,https://untappd.com/b/sierra-nevada-brewing-co-pale-ale/6284,https://untappd.com/w/sierra-nevada-brewing-co/1142,https://untappd.com/v/cave-boeing-patriarch/646754,39.7284944,-121.8374777,America/Phoenix,2014-10-23 14:12:26-07:00
2014-10-22 23:10:33-07:00,Summer Solstice,Herbed / Spiced Beer,Anderson Valley Brewing Company,"Boonville, CA United States",Micro Brewery,5.0,3.55,3.65,5.0,5.0,82275.0,958815.0,Cave of the Boeing Patriarch,Home (private),"Chandler, AZ",33.311,-111.899,,124034300,https://untappd.com/b/anderson-valley-brewing-company-summer-solstice/4508,https://untappd.com/w/anderson-valley-brewing-company/3880,https://untappd.com/v/cave-boeing-patriarch/646754,39.0089749,-123.3671551,America/Phoenix,2014-10-22 23:10:33-07:00
2014-10-22 19:56:31-07:00,MoonJuice,IPA - American,SanTan Brewing Company,"Chandler, AZ United States",Micro Brewery,4.5,3.75,3.57,7.3,65.0,10148.0,167526.0,SanTan Brewing Company,"Brewery, American Restaurant, Bar","8 S San Marcos Pl Chandler, AZ",33.303,-111.842,,124009643,https://untappd.com/b/santan-brewing-company-moonjuice/51053,https://untappd.com/w/santan-brewing-company/2512,https://untappd.com/v/santan-brewing-company/4199,33.3061605,-111.8412502,America/Phoenix,2014-10-22 19:56:31-07:00
2014-10-19 16:02:58-07:00,Easy IPA,IPA - Session / India Session Ale,Flying Dog Brewery,"Frederick, MD United States",Micro Brewery,4.5,3.54,3.61,4.7,50.0,45245.0,1360000.0,Boeing Manor,Home (private),"Berkeley, CA",37.8605,-122.271,,123471371,https://untappd.com/b/flying-dog-brewery-easy-ipa/270757,https://untappd.com/w/flying-dog-brewery/540,https://untappd.com/v/boeing-manor/509841,39.4142688,-77.4105409,America/Los_Angeles,2014-10-19 16:02:58-07:00
2014-10-17 20:48:37-07:00,Hops of Wrath,IPA - American,Dust Bowl Brewing Company,"Turlock, CA United States",Micro Brewery,3.5,3.7,3.77,6.6,50.0,12502.0,47664.0,Beer Revolution,"Beer Garden, Beer Store","464 3rd St Oakland, CA",37.7971,-122.276,,122822269,https://untappd.com/b/dust-bowl-brewing-company-hops-of-wrath/10868,https://untappd.com/w/dust-bowl-brewing-company/21892,https://untappd.com/v/beer-revolution/3282,37.4946568,-120.8465941,America/Los_Angeles,2014-10-17 20:48:37-07:00
